Ensembl ID,Symbol,Alias symbol,Total_Support,Is Oncogene,Is Tumor Suppressor Gene,In OnkoKB,PubmedID
ENSG00000159216,RUNX1,"AML1, AMLCR1, CBFA2, PEBP2A2",-346,No,Yes,True,
,APPL,,-346,,,False,
ENSG00000070831,CDC42,"CDC42Hs, G25K",-346,Yes,No,True,34196668
,CORTACTIN,,-346,,,False,
ENSG00000168610,STAT3,APRF,-346,Yes,No,True,32972405
,bARK,,-346,,,False,
,WNT,,-346,,,False,
ENSG00000105989,WNT2,,-346,,,False,
,RIP140,,-346,,,False,
ENSG00000188342,RAP30,,-346,,,False,
ENSG00000010017,RANBP9,,-346,,,False,
ENSG00000137834,SMAD6,,-346,,,False,
ENSG00000153317,ASAP1,,-346,,,False,
,Rho,,-346,,,False,
,PROFILIN,,-346,,,False,
,TGIF,,-346,,,False,
ENSG00000196498,NCOR2,"CTG26, SMRT, SMRTE, TNRC14, TRAC-1",-346,No,No,True,
,ARA54,,-346,,,False,
,ARA160,,-346,,,False,
,DD,,-346,,,False,
,ARA55,,-346,,,False,
ENSG00000134352,IL6ST,"CD130, GP130, IL-6RB, sGP130",-346,Yes,No,True,
ENSG00000165671,NSD1,"ARA267, FLJ22263, KMT3B, STO",-346,Yes,Yes,True,
,37165,,-346,,,False,
,37530,,-346,,,False,
ENSG00000137843,PAK6,,-346,,,False,
ENSG00000100105,PATZ1,"MAZR, PATZ, RIAZ, ZBTB19, ZNF278, ZSG, dJ400N23",-346,No,No,True,
ENSG00000118495,PLAGL1,,-346,,,False,
ENSG00000124151,RAC3,,-346,,,False,"34251576, 37711895"
ENSG00000126756,UXT,,-346,,,False,
,TR4,,-346,,,False,
,Rad54l2,,-346,,,False,
ENSG00000063978,RNF4,,-346,,,False,
ENSG00000151729,SLC25A4,,-346,,,False,
ENSG00000124664,SPDEF,,-346,,,False,
ENSG00000184895,SRY,,-346,,,False,
ENSG00000103266,STUB1,,-346,,,False,
ENSG00000145901,TNIP1,,-346,,,False,
ENSG00000089159,PXN,,-346,,,False,29318915
ENSG00000197321,SVIL,,-346,,,False,
,TFIIH,,-346,,,False,
ENSG00000087842,PIR,,-346,,,False,
,TBPIP,,-346,,,False,
,EBP1,,-346,,,False,
ENSG00000266412,NCOA4,"ARA70, DKFZp762E1112, ELE1, PTC3, RFG",-346,No,No,True,
ENSG00000244405,ETV5,ERM,-346,Yes,No,True,
ENSG00000105401,CDC37,,-346,,,False,
ENSG00000136807,CDK9,,-346,,,False,
ENSG00000141367,CLTC,"CLTCL2, Hc",-346,No,No,True,
ENSG00000111679,PTPN6,"HCPH, PTP-1C, SHP-1, SHP1",-348,No,No,True,40164665
,Bmf,,-348,,,False,
ENSG00000117425,PTCH2,,-348,,,False,
ENSG00000010610,CD4,,-348,,,False,
ENSG00000064300,NGFR,,-348,,,False,
,MALS,,-348,,,False,
ENSG00000010810,FYN,MGC45350,-348,Yes,No,True,36740671
,YES,,-348,,,False,
,INHIBITOR2,,-350,,,False,
ENSG00000072110,ACTN1,,-350,,,False,
ENSG00000100290,BIK,,-350,,,False,
,Hrk,,-350,,,False,
ENSG00000176171,BNIP3,,-350,,,False,
,BAP31,,-350,,,False,
,I1,,-350,,,False,
,GRIT,,-350,,,False,
ENSG00000104765,BNIP3L,,-350,,,False,
,RAD9,,-350,,,False,
ENSG00000170677,SOCS6,,-352,,,False,
ENSG00000035720,STAP1,,-352,,,False,
ENSG00000140396,NCOA2,"KAT13C, NCoA-2, TIF2, bHLHe75",-352,No,No,True,25295534
ENSG00000166068,SPRED1,"FLJ33903, PPP1R147",-352,No,Yes,True,
ENSG00000154016,GRAP,,-352,,,False,
ENSG00000171150,SOCS5,,-352,,,False,
ENSG00000151490,PTPRO,"GLEPP1, NPHS6, PTP-U2, PTP-oc, PTPU2",-352,No,No,True,
ENSG00000138193,PLCE1,,-352,,,False,
,JNK3,,-352,,,False,
,MUPP1,,-352,,,False,
,SCF,,-352,,,False,
,CHK,,-352,,,False,
ENSG00000079385,CEACAM1,,-352,,,False,
ENSG00000100368,CSF2RB,,-352,,,False,
,Livin,,-352,,,False,
ENSG00000148053,NTRK2,TRKB,-352,Yes,No,True,
ENSG00000128052,KDR,"CD309, FLK1, VEGFR, VEGFR2",-352,Yes,No,True,
ENSG00000124813,RUNX2,"AML3, CBFA1, CCD, CCD1, PEBP2A1, PEBP2aA1",-352,No,No,True,
ENSG00000108424,KPNB1,,-352,,,False,
ENSG00000262418,PTPRC,"CD45, T200",-354,No,No,True,
ENSG00000165731,RET,"CDHF12, CDHR16, HSCR1, MEN2A, MEN2B, MTC1, RET51",-354,Yes,No,True,
ENSG00000180772,AGTR2,,-354,,,False,
,FGFR,,-354,,,False,
ENSG00000050748,MAPK9,,-354,,,False,33392504
ENSG00000142453,CARM1,PRMT4,-354,No,No,True,
ENSG00000100485,SOS2,,-354,,,False,
,RPTK,,-354,,,False,
ENSG00000198400,NTRK1,"MTC, TRKA",-354,Yes,No,True,
,P130Cas,,-354,,,False,
,MEK6,,-354,,,False,
ENSG00000276068,NAIP,,-354,,,False,
,CAM,,-354,,,False,
ENSG00000166333,ILK,,-356,,,False,
ENSG00000152256,PDK1,,-356,Yes,No,True,
,SIAH,,-356,,,False,
,p55gamma,,-356,,,False,
ENSG00000171608,PIK3CD,p110D,-356,Yes,No,True,
,DOCK180,,-356,,,False,
,P50,,-356,,,False,
,K+,,-356,,,False,
ENSG00000129675,ARHGEF6,,-356,,,False,
,p110Ia,,-356,,,False,
,MKP1,,-356,,,False,
,DENSIN,,-356,,,False,
ENSG00000080824,HSP90AA1,"FLJ31884, HSP90N, HSPC1, HSPCA, Hsp89, Hsp90",-358,Yes,No,True,
,THRAP2,,-358,,,False,
ENSG00000177697,CD151,,-358,,,False,
ENSG00000101336,HCK,,-358,,,False,
,ENDOPHILIN,,-358,,,False,
ENSG00000151491,EPS8,,-358,,,False,24106906
,Hypoxia,,-358,,,False,
ENSG00000136504,KAT7,"HBO1, HBOA, MYST2, ZC2HC7",-358,Yes,No,True,"35637972, 33754016"
,DARPP-32,,-358,,,False,
ENSG00000082701,GSK3B,,-358,Yes,No,True,
ENSG00000160014,CALM3,,-358,,,False,
ENSG00000002330,BAD,,-358,,,False,
ENSG00000127616,SMARCA4,"BRG1, FLJ39786, SNF2-BETA, SNF2L4, hSNF2b",-358,No,Yes,True,
ENSG00000184916,JAG2,,-358,,,False,
ENSG00000156299,TIAM1,,-358,,,False,
,CAPRI,,-360,,,False,
ENSG00000114520,SNX4,,-360,,,False,
ENSG00000153094,BCL2L11,"BIM, BOD, BimEL, BimL, BimS",-360,No,Yes,True,
,RAP2,,-360,,,False,
ENSG00000205302,SNX2,,-360,,,False,
ENSG00000172575,RASGRP1,,-360,,,False,
ENSG00000076641,PAG1,PAG,-360,No,No,True,
ENSG00000131323,TRAF3,"CAP-1, CD40bp, CRAF1, LAP1, RNF118",-360,No,Yes,True,
,NEUROFIBROMIN,,-360,,,False,
ENSG00000153107,ANAPC1,,-360,,,False,
,C3G,,-360,,,False,
ENSG00000185133,PIB5PA,,-360,,,False,38685520
,EDG2,,-360,,,False,
,ADAPTIN,,-360,,,False,
ENSG00000108654,DDX5,"G17P1, HLR1, p68",-360,Yes,No,True,
,E3,,-360,,,False,
ENSG00000026025,VIM,,-362,,,False,
ENSG00000213523,SRA1,,-362,,,False,
ENSG00000180340,FZD2,,-362,,,False,"35930737, 30677195"
ENSG00000152689,RASGRP3,,-362,,,False,
,ERb,,-362,,,False,
ENSG00000164885,CDK5,,-362,,,False,
ENSG00000109062,NHERF1,"EBP50, NHERF, SLC9A3R1",-362,Yes,Yes,True,
ENSG00000164305,CASP3,,-362,,,False,"37196719, 29524226."
,PR-A,,-362,,,False,
,REA,,-362,,,False,
,IQGAP,,-362,,,False,
,ABP1,,-362,,,False,
,HOMER,,-362,,,False,
ENSG00000140992,PDPK1,,-362,No,No,True,
,ITGB4BP,,-362,,,False,
ENSG00000174791,RIN1,,-362,,,False,
ENSG00000184009,ACTG1,"ACTG, DFNA20, DFNA26",-362,No,Yes,True,34767732
,L1,,-362,,,False,
,TUBULIN,,-362,,,False,
,AMPHIPHYSIN,,-362,,,False,
,PKI,,-362,,,False,
,IFN-yR,,-362,,,False,
,AIP4,,-362,,,False,
ENSG00000138794,CASP6,,-364,,,False,
,EIF4G,,-364,,,False,
ENSG00000173039,RELA,,-364,,,False,36273237
,PKAc,,-364,,,False,
ENSG00000196782,MAML3,,-364,,,False,
ENSG00000275555,DLL1,,-364,,,False,
,GEF,,-364,,,False,
ENSG00000143801,PSEN2,,-364,,,False,
ENSG00000017797,RALBP1,,-364,,,False,
,Sara,,-364,,,False,
ENSG00000131508,UBE2D2,,-364,,,False,
ENSG00000067369,TP53BP1,"53BP1, TDRD30, p202",-364,No,Yes,True,
ENSG00000124151,NCOA3,"ACTR, AIB1, CAGH16, KAT13B, SRC-3, SRC3, TNRC16, TRAM-1, bHLHe42, p/CIP",-364,Yes,No,True,"34251576, 37711895"
,CREB,,-364,,,False,
,NFkB,,-364,,,False,
ENSG00000100393,EP300,"KAT3B, p300",-364,No,Yes,True,"36951687, 37696842"
ENSG00000284792,PTEN,"BZS, MHAM, MMAC1, PTEN1",-366,No,Yes,True,
,MGLUR1,,-366,,,False,
ENSG00000109332,UBE2D3,,-366,,,False,
ENSG00000164683,HEY1,"CHF-2, CHF2, HERP2, HESR-1, HESR1, HRT-1, bHLHb31",-368,No,No,True,
ENSG00000022267,FHL1,,-368,,,False,
,MP1,,-368,,,False,
ENSG00000164047,CAMP,,-370,,,False,
,ICAD,,-370,,,False,
ENSG00000175104,TRAF6,,-370,,,False,
ENSG00000011566,MAP4K3,,-370,,,False,
,NUR77,,-370,,,False,
ENSG00000125651,RAP74,,-370,,,False,
ENSG00000135605,TEC,PSCTK4,-370,No,No,True,
ENSG00000163932,PRKCD,,-370,,,False,
ENSG00000126934,MAP2K2,"MEK2, PRKMK2",-370,Yes,No,True,
,Tsh,,-370,,,False,
,CRY,,-370,,,False,
,Bcl-w,,-370,,,False,
,Cby,,-370,,,False,
,Calpastatin,,-370,,,False,
ENSG00000196961,AP2A1,,-370,,,False,
ENSG00000104365,IKBKB,"IKK-beta, IKK2, IKKB, NFKBIKB",-370,No,No,True,
ENSG00000107262,BAG1,,-370,,,False,
,IKKA,,-370,,,False,
ENSG00000100644,HIF1A,"HIF-1alpha, HIF1, MOP1, PASD8, bHLHe78",-370,Yes,No,True,"37816999, 30081903"
ENSG00000100324,TAB1,,-370,,,False,
ENSG00000168040,FADD,,-370,,,False,
,MAP-1,,-370,,,False,
,Mfn2,,-370,,,False,
,MKP3,,-370,,,False,
ENSG00000130829,DUSP9,"MKP-4, MKP4",-370,No,No,True,
ENSG00000129152,MYOD1,"MYF3, MYOD, bHLHc1",-370,No,Yes,True,
ENSG00000067082,KLF6,"BCD1, COPEB, CPBP, GBF, PAC1, ST12, Zf9",-370,No,No,True,
ENSG00000115596,WNT6,,-370,,,False,
ENSG00000080815,PSEN1,,-370,,,False,
,Noxa,,-370,,,False,
ENSG00000111046,MYF6,,-370,,,False,
,MAP4K6,,-370,,,False,
,NAKED,,-370,,,False,
,KSR,,-370,,,False,
ENSG00000158711,ELK4,,-370,Yes,No,True,
,ADDUCIN,,-370,,,False,
ENSG00000151422,FER,,-370,,,False,
ENSG00000166167,BTRC,,-370,,,False,
ENSG00000125618,PAX8,,-370,Yes,No,True,
,PAR4,,-370,,,False,
,Cd++,,-370,,,False,
ENSG00000140262,TCF12,"HEB, HTF4, HsT17266, bHLHb20, p64",-370,No,No,True,
ENSG00000122180,MYOG,,-370,,,False,
ENSG00000067900,ROCK1,,-370,,,False,
ENSG00000167371,PKC,,-370,,,False,"29468974, 11465069, 28571764, 33383102"
ENSG00000111049,MYF5,,-370,,,False,
,DP103,,-370,,,False,
,SKIP,,-372,,,False,
,CKI,,-372,,,False,
ENSG00000130427,EPO,,-372,,,False,
ENSG00000100311,PDGFB,"SIS, SSV",-372,Yes,No,True,
,mRNA,,-372,,,False,
,RAR,,-372,,,False,
ENSG00000281324,LRP6,ADCAD2,-372,Yes,No,True,
,AKAP15,,-372,,,False,
,SYNAPTOTAGMIN,,-372,,,False,
,Gy,,-372,,,False,
,STAT,,-372,,,False,
ENSG00000140600,SH3GL3,,-372,,,False,
,DYRK,,-372,,,False,
ENSG00000118513,MYB,c-myb,-372,Yes,No,True,
ENSG00000016490,CLCA1,,-372,,,False,
,HBX,,-372,,,False,
ENSG00000136044,APPL2,,-372,,,False,
,HERP1,,-372,,,False,
,Puma,,-372,,,False,
ENSG00000105971,CAV2,,-374,,,False,
ENSG00000105397,TYK2,JTK1,-374,Yes,No,True,
ENSG00000166949,SMAD3,"HsT17436, JV15-2, MADH3",-374,No,Yes,True,"36727462, 34392614"
,PQCaCh,,-376,,,False,
,YOTIAO,,-376,,,False,
,4-1BB,,-376,,,False,
ENSG00000182866,LCK,,-376,Yes,No,True,"31315298, 35665750"
ENSG00000107643,JNK,,-376,,,False,"30912203, 31994958"
,cIAP1,,-376,,,False,
,DG,,-376,,,False,
ENSG00000112658,SRF,,-378,,,False,
,c-JUN,,-378,,,False,
,BETAARRESTIN,,-378,,,False,"31122393, 30837880"
ENSG00000168036,CTNNB1,"CTNNB, armadillo, beta-catenin",-378,Yes,No,True,31511060
,CAMKPASE,,-380,,,False,
,DAP10,,-380,,,False,
,Miz1,,-380,,,False,"34038747, 36538983"
,LTYPECA,,-380,,,False,
ENSG00000169047,IRS1,HIRS-1,-382,Yes,No,True,
,STARGAZIN,,-382,,,False,
,SPAL,,-382,,,False,
,CALBRAIN,,-382,,,False,
,KV41,,-382,,,False,
,MYOSINV,,-382,,,False,
,MLK,,-382,,,False,
,KV12,,-382,,,False,
,PIAS,,-382,,,False,
,KIR23,,-382,,,False,
,AKAP,,-382,,,False,
ENSG00000141510,TP53,"LFS1, p53",-382,No,Yes,True,"32722796, 34583722"
,Gb,,-382,,,False,
,SYNGAP,,-382,,,False,
,NEUROLIGIN,,-382,,,False,
,KIR21,,-382,,,False,
ENSG00000119878,CRIPT,,-382,,,False,
ENSG00000184384,MAML2,"KIAA1819, MAM3",-382,No,No,True,
ENSG00000112977,DAP,,-382,,,False,
,KAR,,-382,,,False,
ENSG00000124216,SNAI1,,-384,,,False,
ENSG00000056558,TRAF1,,-384,,,False,
,VAMP,,-384,,,False,
ENSG00000068971,PPP2R5B,,-384,,,False,
ENSG00000136854,STXBP1,,-384,,,False,
,PIP3,,-386,,,False,
ENSG00000100906,NFKBIA,"IKBA, IkappaBalpha, MAD-3, NFKBI",-386,No,Yes,True,
ENSG00000099804,CDC34,,-386,,,False,
ENSG00000123374,CDK2,,-386,,,False,
ENSG00000145386,CCNA2,,-386,,,False,
,GKAP,,-386,,,False,
ENSG00000132906,CASP9,,-386,,,False,
,DP1,,-386,,,False,
ENSG00000110092,CCND1,"BCL1, D11S287E, PRAD1, U21B31",-386,Yes,No,True,34294689
,DELTA,,-386,,,False,
ENSG00000166225,FRS2,"FRS2A, FRS2alpha, SNT-1",-386,Yes,No,True,
,MEK3,,-386,,,False,
ENSG00000137673,MMP7,,-386,,,False,
,Gads,,-388,,,False,
ENSG00000115290,GRB14,,-388,,,False,
,GC1,,-388,,,False,
,P13K,,-388,,,False,
ENSG00000017427,IGF1,"IGF, IGF-I, IGF1A, IGFI",-388,Yes,No,True,
,DEFCAP,,-390,,,False,
,SYNTENIN,,-390,,,False,
,GRIP,,-390,,,False,
ENSG00000182511,FES,FPS,-390,Yes,No,True,
,hsp70,,-390,,,False,
,PP32,,-390,,,False,
ENSG00000172115,CYCS,,-390,,,False,
,Aven,,-390,,,False,
ENSG00000000938,FGR,,-390,,,False,
,RABPHILIN,,-390,,,False,
,COFILIN2,,-390,,,False,
ENSG00000149089,APIP,,-390,,,False,
ENSG00000113070,HBEGF,,-390,,,False,
,dATP,,-390,,,False,
,NRG,,-390,,,False,
,Nucling,,-390,,,False,
,Tb,,-390,,,False,
,TID1,,-392,,,False,
ENSG00000110711,AIP,"ARA9, FKBP16, FKBP37, XAP2",-392,Yes,Yes,True,
ENSG00000231617,DAXX,DAP6,-392,No,Yes,True,
,ATP,,-392,,,False,
ENSG00000073803,MAP3K13,"LZK, MEKK13",-392,Yes,No,True,
,Ub,,-392,,,False,
,IBP,,-392,,,False,
,MEKK3,,-392,,,False,
ENSG00000106683,LIMK1,,-392,,,False,
,EPAC1,,-392,,,False,
ENSG00000138798,EGF,,-392,,,False,
,DLK,,-392,,,False,
,N41,,-392,,,False,
ENSG00000100060,MFNG,,-392,,,False,
,POR1,,-392,,,False,
ENSG00000003400,CASP10,,-392,,,False,
ENSG00000186716,BCR,"ALL, BCR1, CML, D22S11, D22S662, PHL",-392,Yes,No,True,
ENSG00000196914,ARHGEF12,"KIAA0382, LARG",-392,Yes,Yes,True,
ENSG00000109670,FBXW7,"AGO, CDC4, FBW7, FBX30, FBXW6, FLJ11071, SEL-10, SEL10",-392,No,Yes,True,
,ZAK,,-392,,,False,
ENSG00000137845,ADAM10,,-392,,,False,
,CKS1A,,-392,,,False,
ENSG00000196396,PTPN1,PTP1B,-394,Yes,Yes,True,
,Ins,,-394,,,False,
ENSG00000116663,FBXO6,,-394,,,False,
ENSG00000145604,SKP2,,-394,,,False,
,IFNy,,-394,,,False,
ENSG00000065243,PKN2,,-394,,,False,
ENSG00000115085,ZAP70,,-394,,,False,
ENSG00000144891,AGTR1,,-394,,,False,
ENSG00000071054,MAP4K4,"FLH21957, HGK, NIK",-394,Yes,No,True,
,Hsp60,,-394,,,False,
,MLK1,,-394,,,False,
ENSG00000186298,PPP1CC,,-394,,,False,
,MLK3,,-394,,,False,
,RHOGEFs,,-396,,,False,
,B2AR,,-396,,,False,
,CSP,,-396,,,False,
,A1R,,-396,,,False,
ENSG00000139874,SSTR1,,-396,,,False,
ENSG00000118503,TNFAIP3,"A20, OTUD7C",-396,No,Yes,True,
,D1R,,-396,,,False,
,DOPR,,-396,,,False,
,WAVE1,,-396,,,False,
ENSG00000157456,CCNB2,,-396,,,False,
ENSG00000119699,TGFB3,,-396,,,False,
ENSG00000064012,CASP8,"Casp-8, FLICE, MACH, MCH5",-396,No,Yes,True,
,D3R,,-396,,,False,
,Mos,,-396,,,False,
,A2AR,,-396,,,False,
,Tpl-2,,-396,,,False,
ENSG00000081985,IL12RB2,,-396,,,False,
ENSG00000105325,FZR1,"CDC20C, FZR, FZR2, HCDH, HCDH1, KIAA1242",-396,Yes,Yes,True,
,CB1R,,-396,,,False,
,CAMKIV,,-396,,,False,
ENSG00000131724,IL13RA1,,-396,,,False,
,M4R,,-396,,,False,
,M2R,,-396,,,False,
,NMDAR,,-396,,,False,
,MOPR,,-396,,,False,
,KOPR,,-396,,,False,
,FIVEHT4R,,-396,,,False,
,CB2R,,-396,,,False,
,GABABR,,-396,,,False,
,FIVEHT1AR,,-396,,,False,
,NOPR,,-396,,,False,
,ALPHA2AR,,-396,,,False,
ENSG00000068078,FGFR3,"ACH, CD333, CEK2, JTK4",-396,Yes,No,True,
ENSG00000147889,CDKN2A,"ARF, CDKN2, CMM2, INK4, INK4a, MLM, p14, p14ARF, p16, p16INK4a, p19Arf",-396,No,Yes,True,
ENSG00000181274,FRAT2,,-396,,,False,
ENSG00000142166,IFNAR1,"IFNAR, IFRC",-398,No,No,True,
,D2R,,-398,,,False,
,P21,,-398,,,False,
,SEROTONIN,,-398,,,False,
,WAVE2,,-398,,,False,
,MGLUR7,,-398,,,False,
,bRAF,,-398,,,False,
,cIAP,,-398,,,False,
,Insulin,,-398,,,False,
ENSG00000142192,APP,,-398,,,False,
,SLP-76,,-398,,,False,
ENSG00000105810,CDK6,PLSTIRE,-398,Yes,No,True,
,ENKEPHALIN,,-398,,,False,
,ARIP2,,-398,,,False,
ENSG00000105723,GSK3A,,-398,,,False,
,WAVE3,,-398,,,False,
ENSG00000180616,SSTR2,,-400,,,False,
,RAL,,-400,,,False,
ENSG00000005882,PDK2,,-400,,,False,
,SAP102,,-400,,,False,
ENSG00000065559,MAP2K4,"JNKK1, MEK4, MKK4, PRKMK4, SERK1",-400,No,Yes,True,
ENSG00000170345,FOS,,-400,,,False,39292359
ENSG00000238196,NOTCH4,INT3,-400,Yes,Yes,True,
,PSD93,,-400,,,False,
,MKP5,,-400,,,False,
ENSG00000155760,FZD7,,-400,,,False,
,MKP2,,-400,,,False,
,PCAF,,-400,,,False,
ENSG00000141646,SMAD4,"DPC4, MADH4",-402,No,Yes,True,"39164192, 35863523"
,RAIDD,,-402,,,False,
ENSG00000125753,VASP,,-402,,,False,
,NE,,-402,,,False,
,GELSOLIN,,-402,,,False,
ENSG00000023445,BIRC3,"API2, MALT2, MIHC, RNF49, c-IAP2, cIAP2, hiap-1",-402,Yes,Yes,True,
,COFILIN1,,-402,,,False,
,NTF5,,-402,,,False,
ENSG00000134259,NGF,,-402,,,False,
ENSG00000136560,TANK,,-402,,,False,
,ARP23,,-402,,,False,
ENSG00000197122,SRC,"ASV, SRC1, c-src",-402,Yes,No,True,"37120696, 33123993"
,CAMKK,,-402,,,False,
,ADENOSINE,,-402,,,False,
,SPINOPHILIN,,-404,,,False,
,BRADYKININ,,-404,,,False,
,EDG1,,-404,,,False,
ENSG00000277273,CDK7,,-404,,,False,
,ANANDAMIDE,,-404,,,False,
ENSG00000135218,CD36,"GP3B, GP4, GPIV, SCARB3",-404,No,No,True,
ENSG00000175029,CTBP2,,-404,,,False,
,NEURABIN,,-404,,,False,
ENSG00000132646,PCNA,,-404,,,False,
ENSG00000071655,MBD3,,-404,,,False,
ENSG00000180644,PRF1,"HPLH2, PFP",-404,No,No,True,
ENSG00000277443,MARCKS,,-404,,,False,
ENSG00000110395,CBL,"CBL2, RNF55, c-Cbl",-404,No,Yes,True,36750253
,ARP2,,-404,,,False,
,FASCIN,,-404,,,False,
ENSG00000139567,ACVRL1,,-404,,,False,
ENSG00000183625,CCR3,,-404,,,False,
,Gas,,-404,,,False,
,PKCE,,-404,,,False,
ENSG00000176248,ANAPC2,,-404,,,False,
,p70s6K,,-404,,,False,
,PKG,,-404,,,False,
,RADIXIN,,-404,,,False,
,SDF1,,-404,,,False,
ENSG00000108262,GIT1,,-404,,,False,
,Forskolin,,-404,,,False,
ENSG00000120063,GNA13,"G13, MGC46138",-404,Yes,Yes,True,
,p107,,-404,,,False,
,SPECTRIN,,-406,,,False,
,CAP,,-406,,,False,
,SORCIN,,-406,,,False,
ENSG00000033327,GAB2,KIAA0571,-406,Yes,No,True,"37085900, 22871571"
ENSG00000113721,PDGFRB,"CD140b, JTK12, PDGFR, PDGFR1",-406,Yes,No,True,40128057
,GABA,,-406,,,False,
,DSH,,-406,,,False,
ENSG00000188386,PPP3R2,,-406,,,False,
ENSG00000133216,EPHB2,,-406,,,False,
ENSG00000179639,FCER1A,,-406,,,False,
ENSG00000176170,SPHK1,,-406,,,False,
,Gia,,-406,,,False,
,RGS,,-408,,,False,
ENSG00000135341,MAP3K7,"MEKK7, TAK1",-408,Yes,No,True,
ENSG00000117601,SERPINC1,,-408,,,False,
,TGFB,,-408,,,False,
,ALPHAACTININ,,-408,,,False,
ENSG00000134250,NOTCH2,,-408,Yes,Yes,True,
ENSG00000277641,WNT3,,-408,,,False,
,MEKK2,,-408,,,False,
ENSG00000126583,PRKCG,,-408,,,False,
,FIVEHT2AR,,-408,,,False,
,ALPHA1AR,,-408,,,False,
,NCADHERIN,,-408,,,False,
ENSG00000174804,FZD4,,-408,,,False,
,GLYCINE,,-408,,,False,
,BR1R,,-408,,,False,
,M1R,,-408,,,False,
,PAFR,,-408,,,False,
,HSPG,,-410,,,False,
,CRMP2,,-410,,,False,
,FKBP12,,-410,,,False,
,TWIST,,-410,,,False,
,GCSF,,-410,,,False,
ENSG00000285372,TNKS,,-410,,,False,
,GRE,,-410,,,False,
,GMCSF,,-410,,,False,
ENSG00000121068,TBX2,,-410,,,False,
,glucocorticoid,,-410,,,False,
ENSG00000122025,FLT3,"CD135, FLK2, STK1",-410,Yes,No,True,
,14-3-3,,-410,,,False,
,GRP1,,-410,,,False,
,PTP1D,,-410,,,False,
ENSG00000254087,LYN,JTK8,-410,Yes,No,True,"37271807, 33419562"
,PLCb,,-410,,,False,
,CK1e,,-410,,,False,
ENSG00000172216,CEBPB,,-410,,,False,
ENSG00000177885,GRB2,,-410,,,False,38459011
,DAG,,-410,,,False,
,E1A,,-410,,,False,
ENSG00000164105,SAP30,,-410,,,False,
,AMPAR,,-410,,,False,
,NFAT,,-410,,,False,
ENSG00000095585,BLNK,,-410,,,False,
,TAU,,-410,,,False,
,GEPHYRIN,,-412,,,False,
,IL-13,,-412,,,False,
,PACAP,,-412,,,False,
ENSG00000164362,TERT,"EST2, TCS1, TP2, TRT, hEST2",-412,Yes,No,True,
,DYNEIN,,-412,,,False,
ENSG00000170296,GABARAP,,-412,,,False,
ENSG00000177455,CD19,,-412,Yes,No,True,
,Nrdp1,,-412,,,False,
ENSG00000078018,MAP2,,-412,,,False,
,IAP,,-412,,,False,
ENSG00000166963,MAP1A,,-412,,,False,
,APOLLON,,-412,,,False,
,ErbB3,,-412,,,False,
,CK19,,-412,,,False,
,P73,,-412,,,False,
,SEC63P,,-412,,,False,
,Dopamine,,-412,,,False,
ENSG00000131711,MAP1B,,-412,,,False,
,JIP,,-412,,,False,
ENSG00000122877,EGR2,KROX20,-414,No,Yes,True,
,PP5,,-414,,,False,
,HSPC,,-414,,,False,
